"","Q4.1","Q4.2","Q4.3","Q4.4","Q4.5","Q4","Q7.1","Q7.2","Q7.3","Q7.4","Q7.5","Q7.6","Q8","Q9","Q10.1","Q10.2","Q10.3","Q10.4","Q10","Q12","Q13","Q14","Q15.1","Q15.2","Q15.3","Q15.4","Q15.5","Q15.6","Q15.7","Q15","Q16","Q17","Q18","Q20","Q21","Q22","Q23","Q24.1","Q24.2","Q24.3","Q24.4","Q24.5","Q24.6","Q24","Q25.1","Q25.2","Q25.3","Q25.4","Q25.5","Q25.6","Q25.7","Q25.8","Q25","Q26","Q27.1","Q27.2","Q27.3","Q27.4","Q27.5","Q27.6","Q27","Q28","Q29","Q30","Q31.1","Q31.2","Q31.3","Q31.4","Q31.5","Q31","Q32","Q33","Q34.1","Q34.2","Q34.3","Q34.4","Q34","Q35.1","Q35.2","Q35.3","Q35.4","Q35.5","Q35.6","Q35.7","Q35","Q41.1","Q41.2","Q41.3","Q41.4","Q41.5","Q41","Q42.1","Q42.2","Q42.3","Q42.4","Q42.5","Q42","Q43.1","Q43.2","Q43.3","Q43.4","Q43.5","Q43.6","Q43","Q44","Q45","Q46","Q47","Q48","Q37","Q39","Q36","Q40","knowledge.total"
"Q15.1",0.00752603336004467,0.0108386537361251,0.188176786831335,0.139715540604436,-0.236127440064237,0.179109593148437,-0.0235104399392877,0.0603358749543622,0.0138223361487717,0.0236901028567414,0.0429680998781131,-0.0126562403028124,0.16321310783072,0.0311873099621752,-0.0156164045662393,0.0164536900344791,-0.0864562832448226,0.0322446460194935,-0.0303367815941712,-0.013110669143157,-0.00525207225503475,0.51116953687971,1,0.764342520217593,0.614046776661136,0.308127441926984,0.315526501646349,0.107995680259183,-0.937646069167258,0.800644842153352,0.323797945035136,0.32184168465472,0.321980052108573,0.32378169701137,0.32234820712403,0.0716114874039433,0.319640224604522,0.00538031126539078,0.0340139681915754,0.0531368931324057,-0.140060195050371,0.0528769560704537,0.0830798928223615,0.0393004775529869,0.0482497909637164,-0.0263523138347365,0.0561951486949016,0.00236700479772831,0.0264584424524253,-0.11018161609602,-0.010972042913356,0.072338939818429,0.0111050494783547,-0.0732397041502084,0.0218240951571881,-0.00691301129820283,-0.00176209060034073,0.0583211843519804,-0.00881476475579908,0.0465581574128167,0.0287430746931063,-0.0594412368015444,0.0674736482519725,-0.00859611686862323,0.0984374038697697,-0.0284520180898498,-0.0850318739784075,-0.0110076364447304,0.0699854212223765,0.0698142972397187,-0.0208699870605398,0.00111642679325118,0.120229149949593,0.0810051396755392,0.0226722505887942,0.0281260404630073,0.12378745825931,0.0674991380268712,-0.101067885758982,-0.081274177788014,-0.0429616051855389,-0.0253833913322295,-0.0325413411252699,-0.00242646268414043,-0.0187253152146074,-0.00143694625092069,-0.00173264433991512,-0.0120633785930925,-0.00479545988957153,0,0.00118628691379756,0.055333980129859,0.0012159863530131,-0.00994426572947544,-0.147819529003988,-0.0738418163397188,-0.0670486652862882,-0.0086629616364842,-0.0473195537824973,-0.119058868527356,-0.124555662301863,-0.0227396743474555,0.053181602347831,-0.0143971425926429,0.0552432301828443,-0.0148866112822658,0.0660066273981029,-0.0925611390347364,-0.137040299919248,0.132966343190655,-0.039010359831075,0.150585365960551,0.113817194321053,0.117364041185962
"Q15.2",0.000988962860571614,0.000457797760204182,0.194258114953267,0.137965514972669,-0.183991829397567,0.166721151894715,0.00872299351122587,0.0383751704060493,0.0104282122966269,0.0582361018560541,0.00712324190747809,-0.0137665025033039,0.184092370788964,0.0483728957074629,-0.000219866021707064,0.00118915877352001,-0.0701387389821467,-0.00741497183443181,-0.0293497540789005,0.00310234009199341,-0.00444862520467981,0.591229590759133,0.764342520217593,1,0.676188362025678,0.384600984989313,0.39682211892475,0.133634140654393,-0.757753404827526,0.811385045492363,0.406488531896215,0.404691168300906,0.404929406178247,0.406880167157247,0.405171216659181,0.0886122440938571,0.402629521575897,0.0620395115726006,0.0099738867287585,0.023711354765677,-0.144936954915881,0.0494144365731298,0.0959738215588363,0.0368384970484314,0.03688897332865,-0.0121199447957065,0.0252298854538109,0.000855353576092723,0.0473317175246922,-0.129676824147004,0.000978355994970968,0.0609440661133598,0.0129581094789658,-0.00725909176705414,-0.0038053607736832,0.0485241451915907,-0.0193921916069878,0.0643753293952792,0.00506760349856828,0.0670795239522828,0.0646452088706363,-0.0303034411442063,0.0233974830160118,0.00889067917804349,0.0599871069533624,0.00990769875850861,-0.00195156454034787,0.0473717278029955,0.0486646835309551,0.066642514923299,-0.00898507647756813,0.0130200441155234,0.105859663853915,0.089864382662119,0.029047789728125,0.0552539885391392,0.131325969450835,0.106775423102577,-0.0477163234194651,-0.0178285116161028,-0.0168152125897319,0.00721487377950654,0.013105498021936,0.00789155637755477,0.0221955517905384,-0.00826099623773808,-0.00836720888198367,0.00303829116779677,0.0455283548598426,0.00948902484862097,0.0113088011038316,0.0282364714082737,-0.0535687275951578,0.0496921184437544,-0.100243327270323,-0.0529303107036947,-0.0240033516526251,-0.0141346564403584,-0.0685022274006487,-0.136893758460855,-0.134356362731072,-0.0146915916902583,0.0821132285881504,-0.0114414074397552,0.0560505905094862,0.0224417769999976,0.0692708420884207,-0.0971833144854049,-0.158951282167628,0.173544727219176,0.00334005702154176,0.15915790821605,0.101191449698489,0.167993948728737
"Q15.3",0.0837565390085191,0.0210212229810258,0.232886061361148,0.12000352894727,-0.190714455441121,0.224441411618242,-0.00326890242966509,-0.0246689727204665,-0.0234660182882442,0.0380850648327236,-0.0431247198765746,-0.039439664715535,0.179567984168778,0.119264614005942,0.0058656703989077,-0.0338652191397419,-0.0645772107504551,0.0719828275215796,-0.00528051179041492,-0.00228771150729286,-0.0128910224651361,0.534894749368796,0.614046776661136,0.676188362025678,1,0.456091406773463,0.460825108120461,0.157749693262717,-0.641913926979404,0.872292215746512,0.47291307840516,0.471074755261566,0.47025058371942,0.472885115139399,0.471598862196313,0.104603166950267,0.468855303462673,0.0351432576848022,0.00185404838432548,0.0197704336769077,-0.147360145611719,0.0756996372234541,0.0533535904234791,0.0347616989145762,-0.00413442508022627,-0.00232410102230271,0.00309752692280948,0.07417300469845,0.0514289472301567,-0.0504612790294925,-0.0169254474451271,0.0770594722592628,0.0718434313702457,-0.00646348147440059,0.0523844410491303,0.000419156511234454,0.00504094382114197,0.0920051694084112,0.0583053273104985,0.0792995145813839,0.076778079197412,0.000837316074956126,0.0145875599493297,-0.000123334032148531,0.0755293333971082,0.0088263964404274,-0.0183949995563507,0.059303821134936,0.0900763398610651,0.0936286859781268,-0.0282083416104849,-0.000978461270467402,0.0676952347212364,0.131582350471677,0.0150501362886526,0.0296733648000514,0.0895817611963804,0.06464407327228,-0.0229682407979882,-0.0359404028874821,-0.0519827862327529,-0.0180491028909211,0.00077727340855964,-0.00220685513762135,0.0103573211852263,-0.0740177866805647,0.0507990604174256,0.0523311110319173,0.0486102950526271,0.00922348999020592,0.0717344847101711,0.0168973243130776,0.0220985568604378,0.0347336039720683,-0.0555224239985208,-0.0358513605324565,0.00266500925408874,0.0108394816239986,-0.0129893149889107,-0.0308968689085007,-0.0612332501187242,0.0369762208432387,0.0182166661993095,0.050061533698574,0.0256413756759878,-0.0274341678644597,0.00899001829287312,-0.122038790958198,-0.178181572879915,0.16347447324849,0.0537031856181206,0.188785314158441,0.162659398065035,0.196269647373912
"Q15.4",0.114841820838439,0.151292839932391,0.0817087450894491,0.0862149132838777,-0.0892880624180825,0.188288004113209,0.0343178109144387,0.0477476424618386,-0.0397735941038458,0.00337670209697533,-0.0521194049456154,-0.0503207079840832,0.22821932000213,0.152052870015563,0.0638873168853195,-0.0960211163928616,-0.0409429129552951,0.0690489526952947,0.0573490320590646,-0.0647661213512903,-0.0482822097921288,0.347404404337798,0.308127441926984,0.384600984989313,0.456091406773463,1,0.732417152865176,0.293096440983754,-0.300529137377677,0.598797606861583,0.757532499168493,0.776639937544713,0.75735616811663,0.75899154417654,0.756554343481145,0.0925862452060982,0.762553773431338,-0.0228679404344149,0.0192817972883983,-0.0392868162813018,-0.156956969774178,0.0806628902244778,0.0873600939446873,0.0420727901356574,0.0100857107011398,-0.00510042151429299,-0.0541645927964896,0.134194735516167,0.0636302859160432,-0.15053852616515,0.0550803823881308,0.0701857225457,0.0854025479695699,-0.046097862808419,0.0429288025343109,0.0465087159670268,-0.0298348819592919,-0.00487637837489699,0.0917185756353652,0.0978874843517233,0.103307828579466,-0.148436146081983,0.0844504529077077,-0.0563480591657315,0.138776970789238,-2.64327061859871e-05,0.0467218239815357,0.0277646666629407,0.0528274323947174,0.113630147757858,-0.0894690664551532,-0.0657319892242232,0.105641364372175,0.0502189072989556,0.0188816035901633,0.104336547025053,0.137970304002875,0.055348269415454,0.0314547719049079,0.0502358089876282,0.0384585553154436,0.0480096066480995,-0.0128485148263302,0.0344336759559072,0.058592764183362,-0.0609076654357569,0.00478878067229025,0.0538880014681761,0.0578051033142718,0.0953093507360599,0.0704974108033123,-0.046009074528849,0.00590260264475566,0.0324117233368983,-0.0404628327400055,0.0230263445386899,0.0165568388973968,0.0789387346099714,0.0112100970763792,-0.00866436842265627,-0.0393773485363893,0.0311605284067171,-0.0608766905137503,0.053784890146841,0.0804393501861581,-0.00679978476755252,0.0831470160520213,-0.0850498943282238,-0.0804015501684512,0.152534041587918,0.0753136619598846,0.167507742512538,0.129075660628332,0.187692609499969
"Q15.5",0.0379722051569793,0.0634660134349851,0.115626100848994,0.117426741183253,-0.0945323772865101,0.131045510054631,0.0749499570680554,0.0486864879470802,-0.0519151228080915,0.0123562447565818,-0.0513495580054429,-0.0703145689937609,0.250043079858161,0.132705962844725,0.0517973559412676,-0.043197824297866,-0.0265638989381662,-0.00863833615077368,0.0460434693288749,-0.0634361810916926,-0.0427602149902121,0.402171249998637,0.315526501646349,0.39682211892475,0.460825108120461,0.732417152865176,1,0.191808627488443,-0.318180650702781,0.648375695526619,0.972728633390774,0.969038122410858,0.975311660856924,0.976709648146053,0.975993890396881,0.211031781861087,0.969820815987498,-0.0357143081573769,0.0817860398319154,-0.0373678363408269,-0.099668095735772,0.0812771266679683,0.0655517082743942,0.0493056010714278,0.0875450328902218,0.00902083151296723,-0.0181910625579751,0.0562253291584393,0.0605720022210735,-0.0951836926370218,0.0200159739315433,0.0885626508900981,0.0670399630021412,-0.0422492371296038,0.0385280695626697,0.0495923040805693,0.00393386520784972,0.0442686718298614,0.0523460123871178,0.106514809999765,0.102972244143222,-0.164551089777518,0.0573528209210601,-0.10865875031436,0.147679653545145,0.0783571582628805,0.0485765875219709,0.0717576436903154,0.0632781603215078,0.176906881896393,-0.0881819102077717,-0.0890292964228262,0.0874861831900885,0.0648255753545013,0.033840259641089,0.0609829615419737,0.099140422032731,0.0830592475765515,-0.0273339397905639,0.0423760719612236,0.0229092026099571,-0.0231601252264969,0.000753391914768954,-0.0182013723669589,0.00884728495974626,-0.0247656119875813,-0.00974767869389388,-0.0025136046715658,0.045821074826429,0.0822740163061542,0.0331642553960899,-0.0115297509630001,0.00532078870210766,0.0196351633973444,0.0103716462428174,0.00940465828341269,0.00933695369474285,0.109593626518771,0.0270440572337346,0.00779676435925474,-0.050641521621036,0.0266241021276957,-0.064452269651161,0.064726020775667,0.0573237601039985,-0.0261443492808001,0.00482268169954315,-0.100281703391168,-0.1352018086321,0.173401543937236,0.113337446756048,0.1050738023865,0.156869952842537,0.195331616391578
"Q15.6",0.22170807464129,0.205399756264685,-0.0936858608125646,0.0307361895099834,-0.0300851468466028,0.165536328472094,0.0135690698651926,-0.0309731289694242,-0.000375895873300484,0.00655717178458809,-0.0801804673914583,-0.0708127989202152,0.115014713198495,0.055068835832339,0.0119126092742613,-0.0566642419543975,-0.0625097885266704,0.158250392774558,0.0320333258475731,-0.0870456521980275,-0.084979679006244,0.0957452632012307,0.107995680259183,0.133634140654393,0.157749693262717,0.293096440983754,0.191808627488443,1,-0.101261725082067,0.244822317891573,0.290726064231639,0.341466997783158,0.30450968416671,0.307552763911385,0.291088523329445,-0.0128895521609346,0.324381876270763,0.00333565956082827,-0.0260763325810981,0.00584482445626205,-0.0178569606047831,0.049342351733703,0.0560596141045218,0.0365320437186289,-0.00605291348193274,-0.0584997967680423,0.00337157406142879,0.0597881497124572,0.11472883866375,-0.0227060857006115,0.0764564065639722,0.101223796591159,0.104903326067845,-0.0266918083420546,0.00412962513265847,-0.0297247596156664,-0.00137437569433746,-0.0195951341525748,0.0322607486020881,0.0384421980351284,0.0196725029430512,-0.0310402931872436,0.05922450008855,-0.0500544866395412,0.0891807207485232,-0.0560596141045218,-0.00146761473785567,-0.0313044658952201,0.0608848811169289,0.0482279802341915,-0.0342034422615243,0.0190901345744837,0.11034451898402,0.0130849222534722,-0.0375048800945471,-0.017482447467892,0.0696896007305493,0.00597171877162407,0.0639300997244064,0.0750314171353683,-0.0187796076689662,0.0909130495485312,0.0550288224385246,0.0534285712046652,0.0991084902490742,-0.0169840253384557,-0.000519772511489879,0.0156817649129686,0.0342382141103658,0.108761453078312,0.0269954209716068,-0.0064184849607998,0.0528932906667561,0.0585362361915582,0.0741179705981823,0.0539628935343889,0.0736765145556966,0.0639300997244064,0.0562133814033196,0.0557173218225017,0.0210124324302028,0.0447195708029379,-0.020512083295812,0.0729900459813794,-0.0134653229522823,0.00585516623572572,0.0560913884727384,-0.0775536265240048,-0.0563407327172074,0.0944132434530292,0.0546942327986675,0.0372031781164774,-0.0058726116729277,0.0596517342618121
"Q15.7",-0.0489643593840784,-0.0356723035831065,-0.188027844428157,-0.151049046986865,0.253881227985756,-0.214155495557047,-0.000925134755233925,-0.0270072769360285,-0.0254802934478889,-0.0352122020647219,-0.0543217195758126,0.00509683274956618,-0.173607288084968,-0.0642592885884378,0.0125893512789612,-0.0122475415292385,0.0682527291614917,-0.0219243346807286,0.0269746180443455,0.00589599116651427,-0.00442120721017628,-0.494376786003126,-0.937646069167258,-0.757753404827526,-0.641913926979404,-0.300529137377677,-0.318180650702781,-0.101261725082067,1,-0.851162138524651,-0.323948786824617,-0.324292969267649,-0.32465694580671,-0.325372562412141,-0.324255116263857,-0.0671462296715281,-0.324543989953679,0.00114514494005478,-0.00928312075329094,-0.0547142589952859,0.152576871452229,-0.0687879439140533,-0.0931926951637194,-0.0560635705643676,-0.0355016208350394,0.0231932451075595,-0.0619040318627512,0.0136841092516039,-0.0260262572396847,0.113672807898395,0.0237766639785832,-0.0682578706235315,0.00266719429878124,0.0333875637480118,-0.0316654485159071,0.00886795463178361,0.00878817436018955,-0.0519336233678204,-0.00745382846634747,-0.0666112906140004,-0.0458450820150803,0.0405378844237537,-0.0420482215606274,0.0115472774691741,-0.102265519818601,0.00976117376108926,0.0619331509781269,-0.0226054744443612,-0.0549530200752518,-0.10000943373923,0.0246235302571732,0.00244684556436869,-0.110376808114256,-0.0826928862168741,-0.0473426529551175,-0.0411795735370328,-0.131788959185735,-0.0776107439865001,0.0860617279499999,0.0705357995515147,0.0254830068081431,0.0161316134658029,0.0226918038891413,-0.00716048294756812,0.0025020660211796,0.0077617106536798,-0.00427580656023024,0.0307414265446594,0.00041378320079503,0.0144384843885101,-0.00495466523311608,-0.061814799975825,0.00921225198338636,0.0189344218001909,0.128094856383881,0.0850027181093568,0.0656229069416609,0.0390193010914012,0.023028324285077,0.0962938175363756,0.110787405133937,0.00771769453801273,-0.044970745385513,0.00865784524560703,-0.0459311036126425,0.00505241705871294,-0.0684078616183801,0.0867199384134618,0.129918299705307,-0.157613083139407,0.0385668055261615,-0.143193319997143,-0.130286890011591,-0.131849382485516
"Q15",0.0980284692126352,0.0753500634887734,0.210418035456268,0.161483659909209,-0.229266280478867,0.256206478116901,0.0299680126055148,0.00959328211638304,-0.00725478527885277,0.0417976162866941,-0.0137541182641083,-0.0413202635273526,0.243973318318642,0.120996497034486,0.00920818881707666,-0.0241523041976886,-0.0741082327818756,0.0538995029653683,-0.00322414892226348,-0.0246276956720039,-0.0167207574694244,0.605929600282204,0.800644842153352,0.811385045492363,0.872292215746512,0.598797606861583,0.648375695526619,0.244822317891573,-0.851162138524651,1,0.664040588584835,0.666812639509952,0.666030959628386,0.667596232299205,0.664672099786125,0.134641068229305,0.666617868172429,0.00600628420730482,0.0215392909185304,0.0211714590830564,-0.168876171242265,0.0865272918110061,0.0866441331298514,0.0535002448671978,0.035259277256756,-0.0194670286036174,0.0147890719985293,0.0507096317023363,0.0486861790318238,-0.110633789956977,-0.00575591472098774,0.0893757393535395,0.0498030585542136,-0.0251760690245817,0.0426109794638361,0.00785269774468617,-0.00502128473611215,0.0720027257087545,0.0469033654130619,0.103852246023102,0.0891322795819847,-0.0698494046657513,0.0436085607912061,-0.0434159517254175,0.126698964951913,0.00287532141584689,-0.010590937958675,0.0595983577773054,0.0870157866016269,0.135107038982242,-0.0439824396051687,-0.0172844572250458,0.118567873742426,0.112373536921633,0.0372990302319282,0.0572772332729082,0.143762614449506,0.094055978690955,-0.0408042211925772,-0.0218352834686704,-0.0120621148062374,0.00144276866206744,-0.0004248814883651,0.00942723162759594,0.0278321799998542,-0.0387734606271573,0.0151429774136739,0.00637905494983632,0.0340926303063897,0.0195680887449726,0.0391615640998195,0.0272283673669394,0.00303642463962917,0.0177230202846794,-0.0799497909974517,-0.0488623273425559,-0.0225516534483623,0.0118340724664543,-0.00567636554084598,-0.0603927959607103,-0.096558098245569,0.0198183673045251,0.0127777312554872,0.0361671286487962,0.0568885186364362,-0.0149421585122809,0.0441940774265837,-0.131713767236704,-0.187102153093556,0.203660764466053,0.0296014778850389,0.178380827279293,0.179580703887551,0.204199241273128
"Q16",0.0789928367095228,0.0952417502530156,0.0884540964091543,0.10567042492634,-0.0962461069520476,0.148800608007167,0.0615504443239797,0.04885861643262,-0.0486672093039089,0.02658145826073,-0.0592172393906346,-0.0722366383771707,0.262547108315151,0.123906343635177,0.0470750357453532,-0.044805286425912,-0.0316578799479381,0.0172744421568868,0.0473012094250589,-0.0639274993679342,-0.0446128210688213,0.411953279260182,0.323797945035136,0.406488531896215,0.47291307840516,0.757532499168493,0.972728633390774,0.290726064231639,-0.323948786824617,0.664040588584835,1,0.986035490505416,0.991692068328824,0.993341364019931,0.989160736085087,0.188690517185159,0.99080725281418,-0.0390986388710942,0.0603278691130454,-0.0386822768816679,-0.112121106493975,0.0942455979374148,0.0619410121523303,0.0492158214938671,0.0731346071089783,-0.00641060631792666,-0.0367102271934538,0.0694854326836036,0.0673490549377743,-0.108208644614839,0.0280707290926749,0.0997556587918284,0.0766234049875134,-0.0451729434154564,0.049630645020088,0.0406630434252377,0.0111354150951578,0.0529242564417086,0.0645225682756073,0.113078092971159,0.110052615210706,-0.160329650079224,0.0588253874617631,-0.11635614468477,0.15538263662554,0.0568394020714834,0.0406001409173735,0.0594286002170253,0.0836585836765321,0.173858144170616,-0.090814582315451,-0.0873720011126864,0.116482793138739,0.0515040470816528,0.0230176131971009,0.0589188741999761,0.118111343529397,0.0861067930712191,-0.023773353631017,0.0546914703283588,0.0274579697751685,-0.0117766553363636,-0.00482284280386545,-0.0130523604172305,0.0186236268865465,-0.0234086910591941,-0.0136771925081028,-0.00101117396004064,0.0472395108219134,0.0853216160522476,0.0325958675156368,-0.00802609073461599,0.00486586576934875,0.0216963601727191,0.0144299268473335,0.0172848673386264,0.016951660331982,0.11447832704657,0.024660720518139,0.00767137291472702,-0.0463653363205127,0.0280110909995548,-0.0656206922560179,0.0708675398117526,0.0534550574077958,-0.0373261648457245,0.0155093168334063,-0.115490691503077,-0.14971381835032,0.160450658862215,0.0975249478708629,0.0879944107586297,0.14759133318022,0.17039994078934
"Q17",0.0988871400563898,0.118187285599128,0.0818646869898387,0.107701655927617,-0.0963483645358706,0.169320275193148,0.0746601069013894,0.0555824190506842,-0.0436515806185143,0.0261035442864329,-0.0555206872396665,-0.0688163469779004,0.275617518295486,0.137460265490977,0.0583080942660814,-0.0620208862157471,-0.041154062703994,0.0288683811440467,0.0559436632902185,-0.080727747136989,-0.058733404889329,0.400443824702118,0.32184168465472,0.404691168300906,0.471074755261566,0.776639937544713,0.969038122410858,0.341466997783158,-0.324292969267649,0.666812639509952,0.986035490505416,1,0.992572114375581,0.99533015256666,0.992839187467377,0.211620614793177,0.993373862744228,-0.0442829714904332,0.0650523495421445,-0.0219787868178624,-0.103377899137672,0.0957987183345125,0.0685338558557488,0.0580476006616511,0.084518210596548,-0.0105514839197628,-0.0270621947129831,0.0716058806293907,0.0821631103507916,-0.105492307435676,0.0343794312694524,0.105761399614323,0.0892826835280997,-0.0487155070324934,0.0454940968578112,0.0426230211759181,0.00972008995682986,0.0501718822230686,0.0660382707198051,0.116546863283237,0.112637094874736,-0.159897606821869,0.0585323168999365,-0.117929119954969,0.170415662702575,0.0509457416303185,0.0529586487845932,0.0478777192216779,0.0821197537913203,0.181218039597327,-0.0968018948151508,-0.0824305316195257,0.115381856874489,0.0572875200467773,0.0234674605106987,0.0634881994515099,0.1209358650971,0.0828174623754101,-0.0205116853834329,0.0498427760130224,0.018244154379279,-0.00137701342341675,0.00567220152412797,0.00225737679218111,0.0303569259468872,-0.0145634082330816,-0.0149433220063045,-0.00792194314968554,0.0370024851546602,0.0780538392269551,0.0228725900837639,-0.00322999723834932,0.00122441330873492,0.0277176456344428,0.022216806895004,0.024908174426298,0.0237139506976953,0.11535847711792,0.0372548088591567,0.0223088418402285,-0.029189553437751,0.0436928457620653,-0.0656904115792341,0.084735105842724,0.0542528320186968,-0.0392485963774758,0.0166291508327343,-0.123424119988462,-0.145569184004664,0.174895657387732,0.105612093266742,0.0999357972604874,0.157675775619601,0.184581465710642
"Q18",0.0898446150935,0.104000746204188,0.0868996347510754,0.1181785434569,-0.0964565030019839,0.162072375957185,0.0674503751360295,0.0474785363333921,-0.0524528960321875,0.02451221048096,-0.0562694920054962,-0.0729406662034763,0.27066836540498,0.130748946548704,0.0453201585058104,-0.0483887609715302,-0.0304104749588341,0.025720989479268,0.0456334184637812,-0.0782122719636675,-0.0573939902475923,0.408175802614802,0.321980052108573,0.404929406178247,0.47025058371942,0.75735616811663,0.975311660856924,0.30450968416671,-0.32465694580671,0.666030959628386,0.991692068328824,0.992572114375581,1,0.996210982753429,0.991622975945278,0.206103959849748,0.994165492664043,-0.0457082438854343,0.0654842557915247,-0.0286748445127044,-0.105244403867259,0.0970896587929325,0.0673388206641181,0.057947894275353,0.0788936986487237,-0.01316204929657,-0.0350715351635599,0.0714009562892452,0.0679706793304709,-0.109180056795053,0.0238384274252528,0.103374367631998,0.0794857826638723,-0.0452330265080919,0.045250843614721,0.0390854977576466,0.0113528327376022,0.0506116149389279,0.0588926659454613,0.114928600019388,0.109518839456109,-0.160800746747462,0.0591730390058969,-0.115870048156026,0.151677571164112,0.0551180717287781,0.0494444084605842,0.0591725520209307,0.0789528412336433,0.169898114749145,-0.0840083936068722,-0.0792446356793244,0.106615835580319,0.0518897399253567,0.0225355933416495,0.0616364009604701,0.113118068557068,0.0853172480855976,-0.0179718237562325,0.0499561719315774,0.0207931661424979,-0.00655420128227239,0.00139983299998777,-0.00210038731577741,0.0275523624043857,-0.0172248926691597,-0.0135172422358773,-0.0105744459961187,0.0418781282916436,0.0799967581015933,0.0255296328000606,-0.00521421626310547,0.00756790576133882,0.0243104276570013,0.025018344788987,0.029180578363661,0.0260481205474784,0.117133259763332,0.0338400309986713,0.0187507190740572,-0.0337822805244915,0.0475346943197651,-0.0657641404938945,0.0861244664619046,0.0479595806526159,-0.0324055600902036,0.0204875952528124,-0.115844035808546,-0.147022428062247,0.173688264011309,0.101026562238699,0.0998833156236814,0.162206494491435,0.185059025215947
"Q20",0.0884310586829761,0.103787902362418,0.0844636658013957,0.110767723761739,-0.0966691147330483,0.156898191979114,0.0684159842017521,0.0495000126017082,-0.0482680752065445,0.0254187227985965,-0.0542560270683802,-0.0684718797853329,0.270584017043871,0.130611781398701,0.0527695776300005,-0.0530727330654923,-0.035176256130364,0.0211037085748651,0.051498809564767,-0.0747793095011121,-0.0543050762693076,0.409151540401965,0.32378169701137,0.406880167157247,0.472885115139399,0.75899154417654,0.976709648146053,0.307552763911385,-0.325372562412141,0.667596232299205,0.993341364019931,0.99533015256666,0.996210982753429,1,0.995573345036219,0.245353465156948,0.996197226869483,-0.0418701305077971,0.0636918347515892,-0.0294917555015281,-0.103193347439444,0.0900145392971451,0.0640129068662841,0.0517657258515413,0.0792602696024088,-0.0079821596408592,-0.0319862163908009,0.0625128251593833,0.0746974716756027,-0.104186405889777,0.0272302008239571,0.100040340753392,0.0785814984564868,-0.0442523589383678,0.0452399754197282,0.0376280652181722,0.00797223988487313,0.0525164178059967,0.0591918747758479,0.112966423107756,0.107143915671186,-0.159051902072915,0.0587546175317184,-0.113017794391533,0.158876084402648,0.054939620965284,0.049860385581479,0.0553139917833758,0.0848908680510349,0.177277265274986,-0.0917203270544947,-0.085304036623029,0.112550249437575,0.0529963003334942,0.0243992016522343,0.0603144360209529,0.116774843692946,0.0825655118558042,-0.0196920823931257,0.0501814476167326,0.0181431387896164,-0.00639897832955859,0.00156173951276928,-0.00895298386521523,0.0229159229958163,-0.0146118908003243,-0.0168576896297421,-0.00856651817468879,0.0397060345621536,0.0754698926600005,0.022861068037121,-0.00445603141057585,0.00563502775482251,0.0238301404821004,0.0188123647908876,0.0201523939640781,0.0198324970511713,0.116376718812836,0.0347113904478331,0.01586341871091,-0.0401324715412296,0.0379007093612918,-0.0659090993853865,0.0790761303131231,0.0523976255262191,-0.0375628711786285,0.0159728488153906,-0.114534284414607,-0.143097717336417,0.169241721125871,0.105239788168141,0.0982429007989645,0.153690357872229,0.182729646196381
"Q21",0.0846269691079811,0.0946540172613706,0.0857555924654214,0.10490092054707,-0.0963371183006644,0.150668084985614,0.0688894190096719,0.0512107995752699,-0.0557867704143837,0.0175874269118444,-0.0602544548819423,-0.0756367671778527,0.268594126697481,0.130158675078332,0.0493656636863346,-0.050609666105506,-0.0347667940487067,0.0153146882480374,0.0442915925401301,-0.0707728137107337,-0.0504368424461856,0.412595379409619,0.32234820712403,0.405171216659181,0.471598862196313,0.756554343481145,0.975993890396881,0.291088523329445,-0.324255116263857,0.664672099786125,0.989160736085087,0.992839187467377,0.991622975945278,0.995573345036219,1,0.220347102450177,0.99314535612059,-0.0387038238805546,0.0629216337152841,-0.0238661279272581,-0.100875089433091,0.0792648018534705,0.0567935122774555,0.0438789761662293,0.0821082218236157,-0.0140349597806026,-0.0236254082262845,0.0603812680315318,0.0702819282581795,-0.0966725192385707,0.0205840828384441,0.0916270485552598,0.0739831701617412,-0.0374685008460705,0.0412265093168356,0.0383562414144007,0.0101046282147423,0.0576015755685389,0.0644388834150925,0.11675162276829,0.112400267071153,-0.161975004908998,0.055380423636627,-0.112619324479933,0.158303515384779,0.0540036555340016,0.0433919591607934,0.0519678842166754,0.0796529266587663,0.172738885461487,-0.0899868851185001,-0.0845956686066145,0.108802708287811,0.0547236531248726,0.0281789326527079,0.0576695141164424,0.113556663300085,0.0854119717435196,-0.0287256481772314,0.0475703376962395,0.0196927896973346,-0.0111839087080519,0.00350844067562012,-0.00554984329187354,0.0220628451684908,-0.00978119068809503,-0.0189234702992743,-0.0115734880878165,0.0359485726870711,0.0649101058255763,0.0170932748555493,-0.00641887018297374,-0.00686656001035289,0.0221279977527846,0.0192966121125989,0.01568501923389,0.0136287480545653,0.116040242141687,0.0374575990991434,0.0140716920997844,-0.0415341312666746,0.0327658092953851,-0.0656827438847904,0.0766287132085319,0.0530647677757344,-0.0406559307686096,0.00598894760564204,-0.112175582588344,-0.144141780136127,0.165125489430425,0.09618942873718,0.0995499720014797,0.15645086102537,0.17936000469482
